energy	2w	c0	phi0	c1	phi1	c2	phi2
-1.26383288440391	44.6145212627337	0.321254989987838	1.38894282106407	0.444241373201195	5.01415355086015	1.43897576818611	3.10870086916837
-1.26377119717484	44.6161998577506	0.320175346161613	1.38894439333916	0.44421033462968	5.01417895559833	1.43928898299337	3.10874061919344
-1.26370950994576	44.6178784527674	0.31909574505278	1.38894596323375	0.444179303611087	5.01420435554152	1.43960199925743	3.10878036315254
-1.26364782271668	44.6195570477842	0.318016181976647	1.38894753074161	0.444148280304627	5.01422975085167	1.43991481906743	3.10882010027393
-1.26358613548761	44.6212356428011	0.316936652205736	1.38894909586898	0.44411726453447	5.01425514130766	1.44022744417913	3.10885983130836
-1.26352444825853	44.6229142378179	0.315857151046719	1.38895065860865	0.444086256529701	5.01428052715315	1.44053987654354	3.10889955613283
-1.26346276102945	44.6245928328348	0.314777673749824	1.38895221896997	0.444055256184406	5.01430590824644	1.44085211817031	3.10893927435699
-1.26340107380038	44.6262714278516	0.313698215605111	1.38895377694762	0.444024263567662	5.01433128464791	1.44116417088951	3.10897898639116
-1.2633393865713	44.6279500228685	0.312618771877492	1.38895533254182	0.443993278629298	5.01435665627877	1.44147603660945	3.10901869226352
-1.26327769934223	44.6296286178853	0.311539337815061	1.38895688575632	0.443962301401739	5.0143820231564	1.44178771730856	3.10905839178108
-1.26321601211315	44.6313072129022	0.310459908680485	1.38895843658879	0.443931331998657	5.01440738539487	1.4420992149963	3.1090980845746
-1.26315432488407	44.632985807919	0.309380479718057	1.3889599850398	0.443900370383782	5.01443274293145	1.4424105313511	3.10913777166256
-1.263092637655	44.6346644029359	0.308301046164231	1.38896153111049	0.443869416523351	5.01445809570576	1.44272166864168	3.1091774516338
-1.26303095042592	44.6363429979527	0.307221603245576	1.38896307480318	0.443838470490756	5.01448344378459	1.44303262837663	3.10921712615955
-1.26296926319684	44.6380215929695	0.306142146207884	1.38896461611252	0.44380753229648	5.01450878716033	1.44334341274651	3.10925679420653
-1.26290757596777	44.6397001879864	0.305062670241591	1.38896615504652	0.443776602004024	5.01453412588937	1.44365402377807	3.10929645533665
-1.26284588873869	44.6413787830032	0.303983170582394	1.38896769159892	0.443745679474665	5.01455945978268	1.44396446313043	3.10933611064366
-1.26278420150961	44.64305737802	0.302903642410953	1.38896922577639	0.443714764911705	5.01458478906672	1.44427473285459	3.10937575959986
-1.26272251428054	44.6447359730369	0.301824080940484	1.38897075757477	0.443683858232625	5.01461011362016	1.44458483476802	3.10941540264529
-1.26266082705146	44.6464145680537	0.300744481367878	1.38897228699273	0.443652959520457	5.01463543352451	1.44489477100341	3.10945503899313
-1.26259913982239	44.6480931630706	0.299664838854011	1.38897381403553	0.443622068719952	5.01466074869041	1.44520454351152	3.1094946685761
-1.26253745259331	44.6497717580874	0.298585148586864	1.38897533869997	0.443591185889014	5.01468605916884	1.44551415396376	3.10953429232702
-1.26247576536423	44.6514503531043	0.297505405710454	1.38897686099128	0.44356031108586	5.01471136501132	1.44582360433678	3.10957391011644
-1.26241407813516	44.6531289481211	0.29642560540571	1.38897838090376	0.443529444217884	5.01473666608103	1.44613289684837	3.10961352086481
-1.26235239090608	44.6548075431379	0.295345742791906	1.38897989844376	0.443498585429278	5.01476196253761	1.44644203302297	3.10965312605731
-1.262290703677	44.6564861381548	0.294265813029556	1.38898141360605	0.443467734631277	5.01478725424817	1.44675101505732	3.10969272471854
-1.26222901644793	44.6581647331716	0.293185811218935	1.38898292639546	0.443436891886892	5.01481254127075	1.44705984482605	3.10973231708084
